Open,High,Low,Close,Adj Close,Volume
81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.01266479492188,94747600
135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,132.48057556152344,64280000
179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,172.29019165039062,94537600
166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,163.76551818847656,55474100
173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,176.58639526367188,57224100
124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,118.61782836914062,148199500
127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,122.16539764404297,155552400
130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.51187133789062,63896200
171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,170.38922119140625,91185900
148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,146.5066680908203,74588300
62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.836151123046875,201820400
90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.3446273803711,185438800
136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,134.49530029296875,84183100
165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.0395965576172,41949600
161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,160.63563537597656,96046400
150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,148.99501037597656,54511500
170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,161.8269805908203,78961000
129.8000030517578,133.0399932861328,129.47000122070312,133.0,130.3923797607422,106686700
148.9499969482422,152.1699981689453,145.0,145.02999877929688,143.44070434570312,93604600
120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,120.97077941894531,111912300
123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,120.137451171875,95467100
161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,164.2677764892578,68445600
136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,130.8629150390625,151101000
66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.60594940185547,370732000
149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,149.66238403320312,58301400
73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.7426528930664,118387200
